,BT084,DMB006,DMB012,MB002,MB511H,MED1712FH,RCMB28,RCMB32,RCMB38,RCMB40,RCMB45,RCMB51
ENSG00000207338.1,6,0,1,0,0,0,0,1,4,0,2,2
ENSG00000267505.1,4,0,0,0,0,0,0,8,5,0,10,8
ENSG00000163328.13,559,355,817,21,1770,610,1168,328,352,414,1250,506
ENSG00000229375.1,9,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231646.5,44,70,24,14,23,100,67,55,35,11,9,332
ENSG00000267426.5,177,217,25,1940,58,292,9,152,14,4,3,22
ENSG00000255495.1,0,68,0,0,91,0,0,21,0,0,11,53
ENSG00000274670.1,0,11,0,6,4,2,0,5,3,1,1,5
ENSG00000149485.18,4934,5008,3545,16919,23643,17332,4837,2450,3890,11837,3515,7444
ENSG00000160013.8,156,0,139,16,175,37,1,80,20,22,33,24
ENSG00000260593.1,0,0,0,0,0,0,0,7,0,0,0,7
ENSG00000198677.10,12615,12029,7696,23572,38384,24147,13249,12453,8800,24305,8687,15016
ENSG00000246100.3,49,5,46,14,13,1778,184,14,39,14,15,142
ENSG00000180440.3,52,24,0,353,9,75,0,59,10,20,18,20
ENSG00000179083.6,88,95,19,0,252,425,95,40,173,243,7,446
ENSG00000254799.1,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000232034.1,0,12,0,0,0,0,0,0,10,0,0,0
ENSG00000179889.18,482,1479,384,1867,2255,832,565,442,738,789,458,451
ENSG00000260182.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251452.2,11,3,5,4,0,5,0,13,6,10,6,9
ENSG00000226393.1,0,0,0,0,0,0,0,0,0,0,0,3
ENSG00000233874.2,31,7,50,14,47,24,15,14,47,25,45,16
ENSG00000237751.2,5,21,0,0,0,13,0,0,10,0,14,8
ENSG00000240024.5,500,138,313,405,1340,402,365,137,102,279,113,798
ENSG00000238745.1,0,0,0,0,0,0,1,1,0,0,0,5
ENSG00000279262.1,0,0,0,0,0,0,0,8,0,0,0,0
ENSG00000228874.1,0,1,2,0,0,0,1,1,0,0,0,3
ENSG00000168884.14,399,248,324,1091,1311,719,250,268,286,576,242,456
ENSG00000199645.1,3,1,2,2,2,1,2,1,1,1,2,1
ENSG00000234761.1,0,0,0,0,0,0,0,15,4,0,0,5
ENSG00000198453.12,1027,1887,1218,1997,2364,4019,2037,1254,1280,1821,1463,1664
ENSG00000204450.7,0,0,0,0,0,0,0,8,0,0,14,0
ENSG00000256686.1,0,0,0,21,0,0,0,0,0,0,0,0
ENSG00000164403.14,31,166,41,9,90,92,114,48,17,18,61,276
ENSG00000223877.4,42,22,28,219,306,89,44,23,8,134,27,27
ENSG00000174677.4,0,0,0,0,0,0,0,3,3,0,2,3
ENSG00000270084.1,60,88,30,15,2,63,77,51,31,28,61,103
ENSG00000241622.1,0,0,0,5,1,0,0,3,0,5,0,1
ENSG00000234544.2,0,0,0,0,0,0,0,5,4,0,0,4
ENSG00000100197.21,1,5,2,1,2,4,2,2,5,2,5,1
ENSG00000179300.3,0,0,0,0,0,0,0,0,0,0,0,6
ENSG00000213928.8,77,165,130,165,114,724,213,30,90,102,78,132
ENSG00000246363.2,28,0,5,0,0,9,0,45,0,7,10,12
ENSG00000220291.1,6,0,0,0,0,0,0,0,0,0,0,0
ENSG00000123545.5,2392,1308,1465,6258,4167,2618,1134,752,731,2368,1163,1430
ENSG00000168610.14,2029,5917,1211,4514,6905,5766,4365,1194,4008,5307,2295,2116
ENSG00000273858.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255944.1,0,0,0,0,0,0,0,6,1,0,0,0
ENSG00000230751.1,32,29,14,20,11,19,35,99,33,5,12,17
ENSG00000199468.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000164107.8,485,9,2342,201,4,5,325,157,11,0,7,24
ENSG00000252913.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271554.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240915.2,15,0,0,0,0,18,19,10,7,0,6,0
ENSG00000253429.1,2,0,0,0,0,0,0,5,0,0,0,0
ENSG00000155754.14,98,48,9,514,0,6,18,48,279,7,174,18
ENSG00000263388.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228076.2,3,0,0,0,0,0,0,2,0,0,2,6
ENSG00000235876.2,7,24,8,52,69,32,17,4,12,41,4,8
ENSG00000264790.1,0,0,0,0,0,0,0,3,0,0,0,3
ENSG00000266128.2,0,0,0,0,0,0,0,5,5,0,0,0
ENSG00000175611.11,482,489,419,519,541,235,385,268,440,346,271,614
ENSG00000211597.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259301.2,0,0,0,0,2,3,0,4,1,0,0,0
ENSG00000187855.5,3,0,7,0,0,0,0,6,3,0,0,8
ENSG00000141298.17,2273,4795,1756,1514,1773,3118,3911,1177,8944,3063,2627,1747
ENSG00000211893.4,15,0,0,0,0,2458,272,0,0,0,0,0
ENSG00000199373.1,1,0,0,2,0,0,0,2,6,0,0,1
ENSG00000267209.5,0,0,0,0,0,0,0,13,0,0,0,0
ENSG00000267314.1,1,1,1,0,0,2,17,0,0,1,1,3
ENSG00000225159.1,1354,543,203,5617,7208,3549,848,743,183,2759,402,1069
ENSG00000279982.1,19,45,15,68,9,18,23,35,28,11,13,18
ENSG00000200105.1,1,11,1,3,0,5,3,6,8,2,7,14
ENSG00000236141.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226383.6,11,9,0,0,0,2,170,25,290,0,11,544
ENSG00000268981.5,0,3,0,0,0,0,0,0,2,0,0,9
ENSG00000164086.9,131,214,141,5442,2222,104,270,126,130,957,554,1150
ENSG00000275924.1,26,35,26,57,31,49,30,21,14,18,12,17
ENSG00000198563.13,184,969,143,486,1836,422,231,175,428,373,148,210
ENSG00000249139.1,11,0,0,0,0,0,0,0,6,0,1,7
ENSG00000248150.1,20,32,0,8,7,0,0,39,16,0,4,0
ENSG00000278910.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270268.1,0,0,0,0,0,0,0,6,0,3,0,0
ENSG00000239198.1,9,6,2,13,23,3,1,12,4,8,4,19
ENSG00000129007.14,192,190,168,653,358,231,109,77,92,258,487,116
ENSG00000227012.2,0,0,0,0,0,0,0,6,0,0,0,0
ENSG00000248441.6,36,9,5,7,0,0,0,45,10,0,16,43
ENSG00000236886.2,0,0,9,0,0,11,14,0,0,0,0,0
ENSG00000200033.1,4,0,2,0,0,0,0,1,0,0,0,0
ENSG00000200527.1,0,0,0,0,0,0,0,0,4,0,0,0
ENSG00000206778.1,0,1,0,0,0,0,1,1,2,1,1,0
ENSG00000163644.14,2109,648,1139,17,711,1567,1294,774,221,1570,622,1187
ENSG00000203363.2,3,0,0,0,0,0,2,6,0,0,2,1
ENSG00000227992.1,0,0,0,0,0,5,0,0,0,0,0,0
ENSG00000218596.2,78,137,58,57,40,49,108,70,100,80,50,54
ENSG00000201565.1,0,1,1,0,3,0,1,2,1,0,0,2
ENSG00000227028.6,35,2,27,9,13,28,25,115,55,21,29,99
ENSG00000284699.1,6,0,0,0,0,0,0,3,0,0,0,0
ENSG00000204776.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200537.1,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000250507.1,1,0,0,0,0,0,0,5,1,0,3,3
ENSG00000232786.1,3,0,0,2,1,3,0,5,1,1,5,0
ENSG00000206746.1,0,0,0,0,0,0,0,1,1,0,2,1
ENSG00000223004.1,0,0,0,0,0,0,0,2,0,0,0,1
ENSG00000250011.1,4,0,3,7,8,13,10,3,9,2,5,1
ENSG00000252980.1,0,0,0,1,0,0,0,0,0,0,0,2
ENSG00000278873.1,35,43,10,76,66,10,58,26,19,17,3,16
ENSG00000284538.1,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000230459.3,3,0,0,0,0,0,0,3,3,0,0,3
ENSG00000243970.2,388,595,118,112,432,534,454,44,616,248,403,554
ENSG00000022277.12,2427,2295,1281,4677,6144,7110,2389,1699,1656,3130,1625,3191
ENSG00000164976.8,55,563,150,105,404,80,58,54,84,61,79,183
ENSG00000263870.1,5,0,0,0,0,0,0,2,0,0,0,0
ENSG00000279465.1,7,0,3,0,0,0,23,30,15,0,10,38
ENSG00000200822.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227486.1,3,82,39,0,19,0,43,7,0,13,7,109
ENSG00000251213.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250569.1,73,69,52,37,107,114,73,26,42,63,35,127
ENSG00000257869.1,0,0,0,0,0,0,0,7,0,0,0,0
ENSG00000228949.1,5,0,0,3,1,0,0,7,0,0,3,132
ENSG00000260102.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232148.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224969.1,1,0,0,0,0,3,7,3,2,0,2,0
ENSG00000261120.1,0,39,0,98,42,29,17,0,19,6,9,10
ENSG00000276963.1,1,7,4,3,0,0,4,1,3,5,3,9
ENSG00000272807.1,204,154,137,174,184,165,129,145,106,153,75,125
ENSG00000273398.6,2,5,1,7,27,9,6,5,27,0,19,14
ENSG00000211792.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233355.6,11,8,2,0,0,3,5,14,13,0,9,17
ENSG00000274756.1,7,2,8,28,41,18,6,6,2,12,5,6
ENSG00000182836.9,388,320,1611,21,984,12171,5519,101,322,172,196,180
ENSG00000137814.10,1606,2104,964,1863,746,1191,1557,796,953,947,723,1612
ENSG00000228955.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230550.1,0,0,0,0,0,0,0,9,0,0,0,0
ENSG00000249072.1,3,0,0,0,0,0,0,1,0,0,1,0
ENSG00000166278.14,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259561.1,11,4,0,0,0,0,0,7,0,5,11,10
ENSG00000276064.1,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248455.5,4,0,0,0,0,0,0,7,9,0,6,8
ENSG00000231213.6,0,0,0,0,0,0,0,10,15,10391,0,5
ENSG00000230671.2,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000186891.13,76,0,0,0,0,0,184,2,2,0,4,0
ENSG00000233460.1,0,0,0,0,0,0,0,1,0,0,0,2
ENSG00000252081.1,0,1,0,0,1,1,5,0,0,0,0,3
ENSG00000211836.1,2,1,0,0,0,0,1,1,2,0,2,1
ENSG00000277491.1,34,28,19,15,53,52,50,10,5,20,16,28
ENSG00000269580.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186350.9,672,32,166,55,1870,1876,2868,278,273,469,277,1652
ENSG00000253621.1,11,4,2,0,1,1,9,5,5,0,3,42
ENSG00000252037.1,0,0,0,0,0,0,0,1,1,0,1,0
ENSG00000221093.1,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000232760.1,0,0,0,0,0,0,0,4,0,0,13,0
ENSG00000275519.1,2,8,2,3,6,2,2,1,2,2,0,3
ENSG00000259369.1,3,4,0,0,3,0,2,5,4,0,4,0
ENSG00000254517.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200097.1,1,0,0,0,0,0,0,0,0,0,0,1
ENSG00000222164.1,0,0,0,0,0,0,0,0,2,0,0,2
ENSG00000277763.1,7,16,8,7,16,63,16,27,18,2,11,7
ENSG00000221817.9,22,111,5,168,147,44,51,43,24,41,14,40
ENSG00000230665.3,11,0,33,15,0,65,38,35,23,15,21,43
ENSG00000235616.1,14,2,6,8,12,5,4,40,6,5,1,17
ENSG00000283608.1,0,0,0,0,0,0,0,0,0,0,3,0
ENSG00000232756.1,0,0,0,0,0,0,0,39,8,0,10,43
ENSG00000212153.1,0,0,2,1,2,0,0,0,1,1,0,1
ENSG00000181499.2,0,0,0,0,0,0,0,6,0,0,3,0
ENSG00000267340.1,42,98,49,14,61,41,35,20,29,33,20,34
ENSG00000163646.11,5,0,0,0,0,0,0,38,7,0,3,14
ENSG00000250575.1,60,146,41,91,90,63,41,40,54,26,39,80
ENSG00000228446.2,170,220,76,136,152,158,94,132,105,116,71,107
ENSG00000251105.1,2,0,0,0,0,0,0,9,1,0,0,2
ENSG00000244119.1,162,262,90,85,121,153,152,99,83,98,66,74
ENSG00000253499.2,1,0,13,0,8,0,0,4,0,1,0,174
ENSG00000232193.1,0,0,0,0,0,0,0,31,3,0,12,14
ENSG00000177350.6,20,17,31,76,111,46,26,27,19,61,20,17
ENSG00000068354.15,695,954,613,858,1618,1144,801,348,555,818,436,598
ENSG00000224680.4,89,45,19,72,93,111,28,21,25,41,20,72
ENSG00000237225.2,2,0,0,0,0,0,0,0,0,0,0,9
ENSG00000210839.1,0,0,4,1,1,0,0,2,1,0,3,1
ENSG00000133124.11,5,11,168,3,9,11,0,15,7,30,0,17
ENSG00000253427.1,0,0,0,0,0,0,0,0,0,0,0,10
ENSG00000202144.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284500.2,3,0,10,0,0,967,75,17,0,0,44,6
ENSG00000178947.8,24,485,147,159,177,937,547,129,475,279,127,872
ENSG00000155876.5,1929,2285,1257,2358,3794,7934,2310,591,2528,2031,1578,2105
ENSG00000283278.1,1,10,0,0,1,0,1,0,1,0,1,1
ENSG00000147168.12,22,0,9,0,7,7,16,19,6,4,12,269
ENSG00000258435.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277310.1,12,12,1,4,6,6,12,3,18,17,4,18
ENSG00000273515.1,4,0,0,0,0,0,0,0,2,0,0,3
ENSG00000112293.14,162,799,338,630,1654,303,398,44,367,1176,91,1030
ENSG00000221986.6,18,9,30,367,4,23,3,20,2,0,23,251
ENSG00000243040.6,0,0,0,0,0,0,0,0,0,0,0,5
ENSG00000233787.3,3,0,0,0,0,0,0,4,0,0,3,3
ENSG00000131435.12,19,129,156,1309,863,395,101,60,126,122,87,43
ENSG00000196418.12,3310,3999,2731,7342,6434,15478,4975,4973,10967,4533,6109,6592
ENSG00000276718.1,7,17,6,5,7,15,9,18,5,4,2,15
ENSG00000277981.1,0,0,0,0,0,0,0,20,0,0,8,8
ENSG00000114204.14,21,0,0,0,0,0,0,6,9,0,4,0
ENSG00000187054.15,3,0,6,0,0,0,0,31,13,2,13,22
ENSG00000267650.1,40,3,0,0,0,0,0,49,24,0,13,37
ENSG00000243328.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000105127.8,1861,2135,913,3750,3718,4276,1825,974,1522,2713,932,2328
ENSG00000207996.1,2,3,1,6,5,4,3,1,4,5,2,6
ENSG00000261078.1,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000213358.3,3,0,0,0,0,0,0,11,0,0,3,4
ENSG00000168129.8,3,0,0,0,0,0,0,1,3,0,4,12
ENSG00000131437.15,2781,5437,2851,1915,3216,4363,4642,3043,2546,2619,2617,3645
ENSG00000249744.1,1150,1,0,0,1,0,0,1,0,0,1,3
ENSG00000238286.1,114,303,65,59,152,123,107,152,49,152,14,179
ENSG00000238542.1,0,0,0,0,1,1,1,0,0,0,1,1
ENSG00000269787.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264538.6,1792,4292,1068,1793,2204,1967,2158,564,2486,2393,762,1263
ENSG00000250761.2,0,0,0,0,0,0,0,5,0,0,0,0
ENSG00000199270.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000008128.22,831,1374,303,1275,1486,1631,629,723,1070,935,605,618
ENSG00000272694.1,4,0,0,0,0,0,0,4,0,0,0,0
ENSG00000226089.2,0,0,0,0,0,7,35,0,7,0,0,4
ENSG00000184624.4,0,0,0,0,0,0,0,19,17,0,6,8
ENSG00000253722.1,15,26,0,7,5,5,14,9,0,3,2,0
ENSG00000207625.1,0,2,0,4,1,3,3,0,2,3,3,1
ENSG00000230465.1,0,0,2,0,0,0,1,9,1,0,2,0
ENSG00000196975.15,565,103,341,71,879,2065,275,349,97,98,114,159
ENSG00000252416.1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000253078.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186118.8,6,0,0,6,0,0,0,8,0,0,4,7
ENSG00000236618.2,154,123,166,338,909,790,314,144,200,242,158,330
ENSG00000199246.1,0,0,0,0,0,0,0,0,0,0,1,1
ENSG00000235463.1,1,0,0,0,0,0,0,1,0,0,0,0
ENSG00000238018.2,4,0,0,0,0,0,0,15,0,0,0,2
ENSG00000263327.6,61,150,50,59,117,98,318,62,127,58,46,92
ENSG00000233551.2,13,1,4,0,0,0,0,2,2,0,2,0
ENSG00000238105.7,188,2153,227,126,223,454,380,362,385,161,258,341
ENSG00000253143.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249555.2,0,0,0,0,0,0,0,0,0,0,3,0
ENSG00000254066.1,3,0,0,0,0,0,0,30,13,0,5,17
ENSG00000283998.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207490.1,5,0,8,1,1,7,15,12,5,4,6,5
ENSG00000229259.1,0,0,0,0,0,0,5,0,0,0,3,0
ENSG00000239510.2,4,12,0,2,24,6,7,4,12,6,0,4
ENSG00000253714.1,0,0,0,0,0,0,0,2,2,0,0,0
ENSG00000184616.8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273336.1,6,17,0,12,3,38,0,3,3,15,4,10
ENSG00000250567.1,0,0,0,0,0,0,0,0,0,0,4,0
ENSG00000084674.14,17,13,73,0,0,0,7,70,28,0,11,58
ENSG00000229979.1,0,0,0,4,39,0,0,3,0,2,1,9
ENSG00000164054.15,903,1767,1714,2643,7499,5733,2304,413,1024,3335,931,3513
ENSG00000185942.11,237,66,292,0,0,1123,1379,202,125,14,145,7
ENSG00000198736.11,117,87,90,178,157,742,76,125,214,208,81,319
ENSG00000220347.1,10,0,0,0,1,0,1,3,0,0,3,0
ENSG00000254278.1,0,0,0,0,0,0,0,18,0,0,5,0
ENSG00000237131.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252089.1,1,0,0,0,0,0,0,0,1,0,0,5
ENSG00000127920.5,8,6,0,207,5575,9,203,72,16,0,140,4444
ENSG00000238111.1,5,0,0,0,0,0,0,3,0,0,0,3
ENSG00000104671.7,1370,1087,986,2784,7634,4369,1899,1188,726,3098,983,3150
ENSG00000225615.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273900.1,4,0,0,0,0,0,0,1,0,0,0,2
ENSG00000254533.1,5,13,3,2,3,3,3,9,3,4,1,11
ENSG00000126005.16,198,308,58,404,372,1330,133,194,130,141,229,305
ENSG00000180769.8,977,75,605,109,525,1116,139,85,203,161,66,277
ENSG00000277639.2,10,0,13,0,0,0,0,8,10,0,9,6
ENSG00000254202.1,0,16,0,0,0,148,0,24,0,0,3,0
ENSG00000261131.1,5,18,21,18,14,17,27,11,14,6,14,10
ENSG00000178425.13,1326,739,555,1752,4945,4483,839,548,1008,2421,633,438
ENSG00000123454.10,0,30,0,0,2,0,9,39,2,0,0,0
ENSG00000236647.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164405.10,2117,1954,1250,6969,6069,9293,1958,1138,1048,5059,1386,3693
ENSG00000215795.2,17,44,10,20,20,16,12,22,10,16,8,44
ENSG00000133302.12,1938,2352,813,5169,2658,5011,3759,2307,2730,1617,2095,3197
ENSG00000207095.1,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000111731.12,4927,8355,4564,3924,6402,8287,7200,7723,6314,5600,4357,3823
ENSG00000188428.19,1015,1372,691,2133,2738,2619,1147,705,1626,1792,855,1417
ENSG00000227242.4,0,6,6,0,0,0,0,9,0,7,2,0
ENSG00000136205.16,655,177,0,0,0,321,1165,220,178,18,34,56
ENSG00000250161.1,6,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228013.1,4,0,0,0,0,0,11,15,0,0,8,9
ENSG00000235865.2,17,0,3,0,0,0,15,43,12,13,11,25
ENSG00000243547.1,1229,1248,646,2665,3909,2072,909,653,648,1971,1011,1479
ENSG00000207612.1,4,10,0,0,0,0,3,1,0,0,1,0
ENSG00000184260.5,7454,6917,2395,40199,28968,20177,8223,4656,3858,11412,4313,9046
ENSG00000266016.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250662.1,5,0,0,0,3,0,0,1,0,0,0,0
ENSG00000168477.18,4,29,6,1,9,38,294,24,11,4,6,6
ENSG00000234498.3,311,258,234,2330,4556,954,508,337,77,1278,156,412
ENSG00000277172.1,1,0,0,0,0,0,0,5,0,0,0,3
ENSG00000129354.11,0,0,0,0,4,0,0,0,0,0,0,5
ENSG00000196923.13,125,872,232,637,2396,1011,386,273,378,993,298,1085
ENSG00000229245.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000134590.13,2163,1466,1926,1429,1936,1864,3728,874,820,1626,690,723
ENSG00000227658.1,11,0,0,10,0,7,0,0,0,0,0,0
ENSG00000138316.10,355,11,801,2974,854,2102,25,104,15,51,37,20
ENSG00000250803.6,10,0,0,0,10,8,0,31,7,0,0,6
ENSG00000279657.1,31,9,2,3,0,3,7,44,13,9,8,17
ENSG00000002933.7,47,9,15,0,7,8,45,40,57,4,73,851
ENSG00000255213.1,55,17,13,162,277,126,23,32,5,90,9,40
ENSG00000171722.12,0,0,0,0,0,0,0,12,3,0,14,8
ENSG00000197951.8,1455,1747,1060,2077,2054,2623,2282,1015,1221,2073,569,2309
ENSG00000231653.1,0,0,0,0,0,0,0,6,0,0,0,0
ENSG00000250654.7,5,0,0,0,0,0,0,8,0,0,11,5
ENSG00000250749.1,3,0,0,0,0,0,0,1,1,0,0,0
ENSG00000163320.10,13799,10056,5820,9331,13032,14441,8070,5380,6803,9544,8290,11774
ENSG00000240015.2,16,14,3,9,4,11,25,6,3,3,10,4
ENSG00000238609.1,3,0,0,0,0,0,1,8,3,0,2,5
ENSG00000276829.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000084676.15,4281,5912,4916,2770,1804,9044,6034,3004,6716,2157,4041,8507
ENSG00000251484.3,0,0,0,0,0,0,0,0,0,0,3,0
ENSG00000129965.15,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234489.1,0,0,0,0,0,0,0,3,0,0,2,1
ENSG00000253915.1,5,2,4,8,6,7,3,5,9,2,3,9
ENSG00000185940.10,3,0,0,0,0,0,1,2,0,0,0,2
ENSG00000235688.2,72,16,70,3,0,659,67,97,0,0,0,5
ENSG00000227274.1,0,0,0,0,0,0,0,11,0,0,0,3
ENSG00000144895.11,7520,3653,2272,20332,25636,11043,5246,3907,2081,13379,2805,7461
ENSG00000150361.11,19,0,1306,8,2,4,14,28,6,3,4,16
ENSG00000236620.1,0,0,0,0,0,0,0,3,0,0,0,0
ENSG00000259838.1,39,0,0,0,0,0,0,8,21,0,14,90
ENSG00000279009.1,0,1,0,0,0,3,0,0,2,0,0,0
ENSG00000259786.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223701.3,10,12,7,0,2,2,2,2,5,1,1,20
ENSG00000284344.1,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000238288.1,0,0,2,0,0,0,0,3,0,0,0,7
ENSG00000198837.9,1293,3566,1165,1910,2591,2490,2018,697,1709,1629,1978,3128
ENSG00000252350.1,3,0,0,0,0,0,0,2,0,0,0,2
ENSG00000265226.1,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000222741.1,2,0,0,0,0,1,1,1,0,0,0,2
ENSG00000271386.1,2,0,0,0,0,1,0,44,0,0,0,4
ENSG00000253493.1,4,0,8,0,0,0,0,2,0,0,3,1
ENSG00000214541.3,24,18,64,83,241,64,67,22,22,138,45,23
ENSG00000200008.1,0,0,4,0,0,6,8,4,0,0,0,0
ENSG00000265935.1,0,0,0,0,0,0,0,0,3,0,0,0
ENSG00000285219.1,349,815,435,94,99,665,539,637,785,237,546,521
ENSG00000239684.2,1,1,0,2,0,2,0,3,3,0,1,6
ENSG00000142544.6,107,248,246,867,1182,321,287,53,98,541,73,147
ENSG00000118898.15,108,4596,99,2199,215,701,102,58,1618,61,1097,655
ENSG00000271355.1,6,0,0,0,0,0,0,7,1,0,3,0
ENSG00000104450.12,105,260,155,273,100,813,638,235,24,38,536,200
ENSG00000265848.1,0,0,0,0,0,0,0,1,0,1,0,0
ENSG00000261578.1,209,107,151,216,156,551,52,336,130,127,234,221
ENSG00000109991.8,0,0,19,50,74,5,0,16,0,4,6,25
ENSG00000242258.1,0,0,0,0,0,0,15,9,4,0,19,9
ENSG00000067601.7,54,150,166,101,196,157,294,91,153,152,73,587
ENSG00000104517.12,17136,16932,16303,19868,37921,22367,16419,8880,8671,16785,11445,18063
ENSG00000279467.1,5,1,5,2,2,1,1,18,6,1,8,13
ENSG00000265210.1,2,0,3,0,0,1,0,1,3,0,0,0
ENSG00000232765.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223427.1,6,23,25,27,29,37,11,11,10,24,14,16
ENSG00000263795.1,0,0,0,0,0,3,0,0,0,0,1,0
ENSG00000265349.1,0,0,2,0,0,2,2,0,0,0,0,0
ENSG00000223872.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238606.1,8,2,3,1,1,4,9,2,7,2,0,0
ENSG00000257017.8,18,0,6,0,3,0,3,36,0,10,5,14
ENSG00000274552.1,0,1,0,3,1,1,3,2,1,0,1,3
ENSG00000158816.15,785,5,0,54,0,0,65,47,12,0,6,8
ENSG00000248749.1,0,0,0,0,0,0,0,9,4,0,0,0
ENSG00000170482.16,0,3,0,0,0,0,0,23,0,9,0,18
ENSG00000183853.17,1471,290,45,459,66,1223,3159,1423,69,388,270,174
ENSG00000271723.5,0,0,0,0,0,32,0,0,1,0,0,99
ENSG00000207692.3,0,47,7,2,0,0,3,3,12,10,17,3
ENSG00000244699.1,15,0,10,2,0,16,15,11,0,3,0,0
ENSG00000272183.1,3,39,3,7,0,0,6,17,2,0,16,3
ENSG00000261542.1,147,64,58,63,74,68,105,80,46,82,65,162
ENSG00000253372.5,90,8,33,11,4,40,50,59,31,0,31,3
ENSG00000279697.1,0,0,0,0,0,0,0,11,2,0,1,0
ENSG00000107679.14,932,1828,899,1754,3621,3206,1299,756,767,2567,748,1829
ENSG00000196741.5,164,350,187,208,527,573,505,197,348,340,262,197
ENSG00000106302.9,13,0,0,0,0,0,0,13,12,0,0,12
ENSG00000235951.1,9,0,0,0,0,0,0,7,0,0,0,0
ENSG00000259001.3,84,469,347,880,1115,959,410,37,125,621,83,248
ENSG00000284332.1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000237560.5,0,0,0,75,162,0,11,0,11,101,5,0
ENSG00000204648.11,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000258540.1,0,0,0,0,1,0,0,8,0,0,3,0
ENSG00000224817.1,0,0,0,5,0,0,0,0,0,0,0,0
ENSG00000261289.2,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000116663.10,20,86,131,109,215,97,130,7,94,84,84,70
ENSG00000234233.1,1,2,3,35,39,50,32,24,6,18,22,12
ENSG00000173567.14,8,18,7,45,2,21,0,36,36,6,7,20
ENSG00000111799.20,359,24,3,37,10,200,235,69,45,29,40,38
ENSG00000275092.1,9,42,16,69,67,38,34,13,26,18,18,8
ENSG00000239570.1,71,33,18,0,3,53,17,47,41,7,38,21
ENSG00000137269.14,515,592,166,859,354,1416,708,245,169,245,320,51
ENSG00000104635.13,2266,1973,897,8242,12596,4042,676,1203,80,3217,362,2881
ENSG00000254020.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204300.6,5,0,0,0,0,0,0,24,3,0,0,0
ENSG00000262995.1,0,0,0,0,0,0,0,3,0,0,0,0
ENSG00000215068.7,72,3,31,0,28,103,26,29,2,0,30,39
